Time (sec),  Heater (%),  Temperature (C)
1.205053721666336060e+03,2.500000000000000000e+01,1.276200000000000045e+02
1.206047825336456299e+03,2.500000000000000000e+01,1.274500000000000028e+02
1.207045319557189941e+03,2.500000000000000000e+01,1.272099999999999937e+02
1.208040196657180786e+03,2.500000000000000000e+01,1.269899999999999949e+02
1.209037718296051025e+03,2.500000000000000000e+01,1.266500000000000057e+02
1.210035014390945435e+03,2.500000000000000000e+01,1.264699999999999989e+02
1.211035951375961304e+03,2.500000000000000000e+01,1.262300000000000040e+02
1.212032757997512817e+03,2.500000000000000000e+01,1.259599999999999937e+02
1.213031753301620483e+03,2.500000000000000000e+01,1.256200000000000045e+02
1.214026794672012329e+03,2.500000000000000000e+01,1.253499999999999943e+02
1.215019737482070923e+03,2.500000000000000000e+01,1.251299999999999955e+02
1.216011842727661133e+03,2.500000000000000000e+01,1.246200000000000045e+02
1.217004907846450806e+03,2.500000000000000000e+01,1.244000000000000057e+02
1.218002974510192871e+03,2.500000000000000000e+01,1.241800000000000068e+02
1.219001020431518555e+03,2.500000000000000000e+01,1.238900000000000006e+02
1.220000537872314453e+03,2.500000000000000000e+01,1.236899999999999977e+02
1.221000302791595459e+03,2.500000000000000000e+01,1.234200000000000017e+02
1.221996850490570068e+03,2.500000000000000000e+01,1.232300000000000040e+02
1.222991759777069092e+03,2.500000000000000000e+01,1.230600000000000023e+02
1.223989988327026367e+03,2.500000000000000000e+01,1.228100000000000023e+02
1.224989200830459595e+03,2.500000000000000000e+01,1.226400000000000006e+02
1.225991044282913208e+03,2.500000000000000000e+01,1.222999999999999972e+02
1.226987910032272339e+03,2.500000000000000000e+01,1.221299999999999955e+02
1.227983957767486572e+03,2.500000000000000000e+01,1.217600000000000051e+02
1.228983330488204956e+03,2.500000000000000000e+01,1.216700000000000017e+02
1.229980674028396606e+03,2.500000000000000000e+01,1.215699999999999932e+02
1.230979725360870361e+03,2.500000000000000000e+01,1.212500000000000000e+02
1.231974862337112427e+03,2.500000000000000000e+01,1.212000000000000028e+02
1.232976657867431641e+03,2.500000000000000000e+01,1.208100000000000023e+02
1.233971706390380859e+03,2.500000000000000000e+01,1.206599999999999966e+02
1.234970278978347778e+03,2.500000000000000000e+01,1.202999999999999972e+02
1.235966679573059082e+03,2.500000000000000000e+01,1.199599999999999937e+02
1.236957800149917603e+03,2.500000000000000000e+01,1.197399999999999949e+02
1.237956785678863525e+03,2.500000000000000000e+01,1.193700000000000045e+02
1.238956837892532349e+03,2.500000000000000000e+01,1.190499999999999972e+02
1.239959123611450195e+03,2.500000000000000000e+01,1.188299999999999983e+02
1.240955071926116943e+03,2.500000000000000000e+01,1.184699999999999989e+02
1.241958754301071167e+03,2.500000000000000000e+01,1.183400000000000034e+02
1.242955238819122314e+03,2.500000000000000000e+01,1.181500000000000057e+02
1.243951794624328613e+03,2.500000000000000000e+01,1.179500000000000028e+02
1.244943894147872925e+03,2.500000000000000000e+01,1.177300000000000040e+02
1.245934809923171997e+03,2.500000000000000000e+01,1.173400000000000034e+02
1.246933922052383423e+03,2.500000000000000000e+01,1.170300000000000011e+02
1.247931242227554321e+03,2.500000000000000000e+01,1.168599999999999994e+02
1.248925572633743286e+03,2.500000000000000000e+01,1.163700000000000045e+02
1.249924851655960083e+03,2.500000000000000000e+01,1.162000000000000028e+02
1.250924001455307007e+03,2.500000000000000000e+01,1.159000000000000057e+02
1.251921537399291992e+03,2.500000000000000000e+01,1.158799999999999955e+02
1.252916731834411621e+03,2.500000000000000000e+01,1.154399999999999977e+02
1.253917788982391357e+03,2.500000000000000000e+01,1.153400000000000034e+02
1.254911719560623169e+03,2.500000000000000000e+01,1.150199999999999960e+02
1.255905579566955566e+03,2.500000000000000000e+01,1.149300000000000068e+02
1.256901552200317383e+03,5.500000000000000000e+01,1.147099999999999937e+02
1.257901779651641846e+03,5.500000000000000000e+01,1.142399999999999949e+02
1.258900677919387817e+03,5.500000000000000000e+01,1.140699999999999932e+02
1.259896770477294922e+03,5.500000000000000000e+01,1.139300000000000068e+02
1.260896655082702637e+03,5.500000000000000000e+01,1.137300000000000040e+02
1.261895341396331787e+03,5.500000000000000000e+01,1.138499999999999943e+02
1.262894255399703979e+03,5.500000000000000000e+01,1.136800000000000068e+02
1.263891711235046387e+03,5.500000000000000000e+01,1.137999999999999972e+02
1.264891700744628906e+03,5.500000000000000000e+01,1.137800000000000011e+02
1.265888835668563843e+03,5.500000000000000000e+01,1.137300000000000040e+02
1.266885950803756714e+03,5.500000000000000000e+01,1.138499999999999943e+02
1.267882779598236084e+03,5.500000000000000000e+01,1.139000000000000057e+02
1.268876663446426392e+03,5.500000000000000000e+01,1.138799999999999955e+02
1.269874150037765503e+03,5.500000000000000000e+01,1.140499999999999972e+02
1.270873598575592041e+03,5.500000000000000000e+01,1.142399999999999949e+02
1.271873279571533203e+03,5.500000000000000000e+01,1.142699999999999960e+02
1.272872339487075806e+03,5.500000000000000000e+01,1.145100000000000051e+02
1.273877922534942627e+03,5.500000000000000000e+01,1.146599999999999966e+02
1.274871780872344971e+03,5.500000000000000000e+01,1.148299999999999983e+02
1.275866804599761963e+03,5.500000000000000000e+01,1.149300000000000068e+02
1.276864981889724731e+03,5.500000000000000000e+01,1.150999999999999943e+02
1.277862780094146729e+03,5.500000000000000000e+01,1.153199999999999932e+02
1.278858550071716309e+03,5.500000000000000000e+01,1.152199999999999989e+02
1.279857923984527588e+03,5.500000000000000000e+01,1.153700000000000045e+02
1.280855148077011108e+03,5.500000000000000000e+01,1.157300000000000040e+02
1.281853567600250244e+03,5.500000000000000000e+01,1.159000000000000057e+02
1.282849828243255615e+03,5.500000000000000000e+01,1.162699999999999960e+02
1.283853656768798828e+03,5.500000000000000000e+01,1.162000000000000028e+02
1.284852058410644531e+03,5.500000000000000000e+01,1.163900000000000006e+02
1.285854551315307617e+03,5.500000000000000000e+01,1.167099999999999937e+02
1.286858242511749268e+03,5.500000000000000000e+01,1.167600000000000051e+02
1.287852678298950195e+03,5.500000000000000000e+01,1.168100000000000023e+02
1.288851706504821777e+03,5.500000000000000000e+01,1.170300000000000011e+02
1.289847831726074219e+03,5.500000000000000000e+01,1.171700000000000017e+02
1.290845412015914917e+03,5.500000000000000000e+01,1.172699999999999960e+02
1.291845704078674316e+03,5.500000000000000000e+01,1.172500000000000000e+02
1.292848472833633423e+03,5.500000000000000000e+01,1.174399999999999977e+02
1.293846522092819214e+03,5.500000000000000000e+01,1.177300000000000040e+02
1.294841161727905273e+03,5.500000000000000000e+01,1.177600000000000051e+02
1.295840592861175537e+03,5.500000000000000000e+01,1.180499999999999972e+02
1.296846729040145874e+03,5.500000000000000000e+01,1.181700000000000017e+02
1.297845015048980713e+03,5.500000000000000000e+01,1.183400000000000034e+02
1.298840679407119751e+03,5.500000000000000000e+01,1.185900000000000034e+02
1.299839154243469238e+03,5.500000000000000000e+01,1.187399999999999949e+02
1.300837801933288574e+03,5.500000000000000000e+01,1.188799999999999955e+02
1.301834910154342651e+03,5.500000000000000000e+01,1.190999999999999943e+02
1.302831782579421997e+03,5.500000000000000000e+01,1.192999999999999972e+02
1.303825154781341553e+03,5.500000000000000000e+01,1.196599999999999966e+02
1.304821785211563110e+03,5.500000000000000000e+01,1.197399999999999949e+02
1.305820016860961914e+03,5.500000000000000000e+01,1.197099999999999937e+02
1.306816563606262207e+03,5.500000000000000000e+01,1.200799999999999983e+02
1.307820450305938721e+03,5.500000000000000000e+01,1.202199999999999989e+02
1.308813676118850708e+03,5.500000000000000000e+01,1.206400000000000006e+02
1.309809370756149292e+03,5.500000000000000000e+01,1.206899999999999977e+02
1.310805112361907959e+03,5.500000000000000000e+01,1.210100000000000051e+02
1.311802985429763794e+03,5.500000000000000000e+01,1.210999999999999943e+02
1.312800089120864868e+03,5.500000000000000000e+01,1.212000000000000028e+02
1.313793780803680420e+03,5.500000000000000000e+01,1.211800000000000068e+02
1.314789575099945068e+03,5.500000000000000000e+01,1.214200000000000017e+02
1.315790068864822388e+03,5.500000000000000000e+01,1.215699999999999932e+02
1.316786552190780640e+03,5.500000000000000000e+01,1.216899999999999977e+02
1.317780228614807129e+03,5.500000000000000000e+01,1.220600000000000023e+02
1.318777878999710083e+03,5.500000000000000000e+01,1.222300000000000040e+02
1.319778438568115234e+03,5.500000000000000000e+01,1.225199999999999960e+02
1.320773739099502563e+03,5.500000000000000000e+01,1.226400000000000006e+02
1.321771751880645752e+03,5.500000000000000000e+01,1.228400000000000034e+02
1.322770008325576782e+03,5.500000000000000000e+01,1.230300000000000011e+02
1.323772788524627686e+03,5.500000000000000000e+01,1.231500000000000057e+02
1.324768440008163452e+03,5.500000000000000000e+01,1.232000000000000028e+02
1.325769727230072021e+03,5.500000000000000000e+01,1.236200000000000045e+02
1.326764719009399414e+03,5.500000000000000000e+01,1.238100000000000023e+02
1.327764878273010254e+03,5.500000000000000000e+01,1.240600000000000023e+02
1.328761819362640381e+03,5.500000000000000000e+01,1.241299999999999955e+02
1.329759704113006592e+03,5.500000000000000000e+01,1.242300000000000040e+02
1.330757791757583618e+03,5.500000000000000000e+01,1.245499999999999972e+02
1.331756619453430176e+03,5.500000000000000000e+01,1.245199999999999960e+02
1.332752856254577637e+03,5.500000000000000000e+01,1.246899999999999977e+02
1.333747865915298462e+03,5.500000000000000000e+01,1.249099999999999966e+02
1.334744764089584351e+03,5.500000000000000000e+01,1.249899999999999949e+02
1.335744775772094727e+03,5.500000000000000000e+01,1.253299999999999983e+02
1.336738562583923340e+03,5.500000000000000000e+01,1.255000000000000000e+02
1.337740480184555054e+03,5.500000000000000000e+01,1.255000000000000000e+02
1.338738919258117676e+03,5.500000000000000000e+01,1.256700000000000017e+02
1.339734776735305786e+03,5.500000000000000000e+01,1.258599999999999994e+02
1.340730587720870972e+03,5.500000000000000000e+01,1.260799999999999983e+02
1.341726561069488525e+03,5.500000000000000000e+01,1.259599999999999937e+02
1.342723897457122803e+03,5.500000000000000000e+01,1.264500000000000028e+02
1.343719619512557983e+03,5.500000000000000000e+01,1.264300000000000068e+02
1.344717956542968750e+03,5.500000000000000000e+01,1.265199999999999960e+02
1.345716838598251343e+03,5.500000000000000000e+01,1.266200000000000045e+02
1.346710568428039551e+03,5.500000000000000000e+01,1.268700000000000045e+02
1.347705046415328979e+03,5.500000000000000000e+01,1.270600000000000023e+02
1.348701687097549438e+03,5.500000000000000000e+01,1.269899999999999949e+02
1.349698413133621216e+03,5.500000000000000000e+01,1.270600000000000023e+02
1.350699462890625000e+03,5.500000000000000000e+01,1.273499999999999943e+02
1.351693886995315552e+03,5.500000000000000000e+01,1.274300000000000068e+02
1.352692894458770752e+03,5.500000000000000000e+01,1.277699999999999960e+02
1.353691110134124756e+03,5.500000000000000000e+01,1.279200000000000017e+02
1.354690683126449585e+03,5.500000000000000000e+01,1.281100000000000136e+02
1.355685660839080811e+03,5.500000000000000000e+01,1.282100000000000080e+02
1.356683899879455566e+03,5.500000000000000000e+01,1.283499999999999943e+02
1.357680337429046631e+03,5.500000000000000000e+01,1.285300000000000011e+02
1.358678482294082642e+03,5.500000000000000000e+01,1.287899999999999920e+02
1.359674387216567993e+03,5.500000000000000000e+01,1.290399999999999920e+02
1.360672844409942627e+03,5.500000000000000000e+01,1.291399999999999864e+02
1.361668428659439087e+03,5.500000000000000000e+01,1.292100000000000080e+02
1.362666818857192993e+03,5.500000000000000000e+01,1.293799999999999955e+02
1.363659010887145996e+03,5.500000000000000000e+01,1.295500000000000114e+02
1.364657302856445312e+03,5.500000000000000000e+01,1.297500000000000000e+02
1.365654972076416016e+03,5.500000000000000000e+01,1.298899999999999864e+02
1.366652941703796387e+03,5.500000000000000000e+01,1.299399999999999977e+02
1.367649577140808105e+03,5.500000000000000000e+01,1.302100000000000080e+02
1.368647848367691040e+03,5.500000000000000000e+01,1.303799999999999955e+02
1.369647536039352417e+03,5.500000000000000000e+01,1.304300000000000068e+02
1.370645637512207031e+03,5.500000000000000000e+01,1.303300000000000125e+02
1.371644944429397583e+03,5.500000000000000000e+01,1.305500000000000114e+02
1.372640400171279907e+03,5.500000000000000000e+01,1.307500000000000000e+02
1.373634778738021851e+03,5.500000000000000000e+01,1.308000000000000114e+02
1.374634502172470093e+03,5.500000000000000000e+01,1.308700000000000045e+02
1.375637755632400513e+03,5.500000000000000000e+01,1.311899999999999977e+02
1.376638867139816284e+03,5.500000000000000000e+01,1.313300000000000125e+02
1.377632565021514893e+03,5.500000000000000000e+01,1.315999999999999943e+02
1.378630527734756470e+03,5.500000000000000000e+01,1.316699999999999875e+02
1.379623875141143799e+03,5.500000000000000000e+01,1.318499999999999943e+02
1.380619931459426880e+03,5.500000000000000000e+01,1.318700000000000045e+02
1.381615409612655640e+03,5.500000000000000000e+01,1.320399999999999920e+02
1.382613831281661987e+03,5.500000000000000000e+01,1.321599999999999966e+02
1.383612953901290894e+03,5.500000000000000000e+01,1.321399999999999864e+02
1.384605617284774780e+03,5.500000000000000000e+01,1.320399999999999920e+02
1.385605163574218750e+03,5.500000000000000000e+01,1.322100000000000080e+02
1.386598589420318604e+03,5.500000000000000000e+01,1.323100000000000023e+02
1.387597574234008789e+03,5.500000000000000000e+01,1.322599999999999909e+02
1.388594399929046631e+03,5.500000000000000000e+01,1.322100000000000080e+02
1.389598811149597168e+03,5.500000000000000000e+01,1.323799999999999955e+02
1.390597761869430542e+03,5.500000000000000000e+01,1.323799999999999955e+02
1.391597503185272217e+03,5.500000000000000000e+01,1.325800000000000125e+02
1.392593740701675415e+03,5.500000000000000000e+01,1.327700000000000102e+02
1.393589385271072388e+03,5.500000000000000000e+01,1.329199999999999875e+02
1.394586942672729492e+03,5.500000000000000000e+01,1.330399999999999920e+02
1.395583878517150879e+03,5.500000000000000000e+01,1.331399999999999864e+02
1.396578401565551758e+03,5.500000000000000000e+01,1.333799999999999955e+02
1.397574866771697998e+03,5.500000000000000000e+01,1.335800000000000125e+02
1.398571851253509521e+03,5.500000000000000000e+01,1.337500000000000000e+02
1.399567866802215576e+03,5.500000000000000000e+01,1.340900000000000034e+02
1.400559511184692383e+03,5.500000000000000000e+01,1.343100000000000023e+02
1.401558375835418701e+03,5.500000000000000000e+01,1.344799999999999898e+02
1.402551775455474854e+03,5.500000000000000000e+01,1.344099999999999966e+02
1.403548235893249512e+03,5.500000000000000000e+01,1.346999999999999886e+02
1.404539398908615112e+03,5.500000000000000000e+01,1.348000000000000114e+02
1.405536442041397095e+03,5.500000000000000000e+01,1.347800000000000011e+02
1.406534275054931641e+03,5.500000000000000000e+01,1.349000000000000057e+02
1.407528468847274780e+03,5.500000000000000000e+01,1.351399999999999864e+02
1.408523902416229248e+03,5.500000000000000000e+01,1.351899999999999977e+02
1.409523038625717163e+03,2.500000000000000000e+01,1.352400000000000091e+02
1.410518974781036377e+03,2.500000000000000000e+01,1.355099999999999909e+02
1.411517467260360718e+03,2.500000000000000000e+01,1.356999999999999886e+02
1.412511775970458984e+03,2.500000000000000000e+01,1.358000000000000114e+02
1.413512843847274780e+03,2.500000000000000000e+01,1.356800000000000068e+02
1.414512515306472778e+03,2.500000000000000000e+01,1.356500000000000057e+02
1.415509729623794556e+03,2.500000000000000000e+01,1.356299999999999955e+02
1.416504864454269409e+03,2.500000000000000000e+01,1.354099999999999966e+02
1.417501529216766357e+03,2.500000000000000000e+01,1.353600000000000136e+02
1.418497783184051514e+03,2.500000000000000000e+01,1.352400000000000091e+02
1.419497505426406860e+03,2.500000000000000000e+01,1.350900000000000034e+02
1.420495038270950317e+03,2.500000000000000000e+01,1.347800000000000011e+02
1.421494294166564941e+03,2.500000000000000000e+01,1.346500000000000057e+02
1.422491930484771729e+03,2.500000000000000000e+01,1.344099999999999966e+02
1.423489709138870239e+03,2.500000000000000000e+01,1.341200000000000045e+02
1.424487549781799316e+03,2.500000000000000000e+01,1.338499999999999943e+02
1.425485644578933716e+03,2.500000000000000000e+01,1.335099999999999909e+02
1.426484960317611694e+03,2.500000000000000000e+01,1.332100000000000080e+02
1.427484828710556030e+03,2.500000000000000000e+01,1.327199999999999989e+02
1.428479855537414551e+03,2.500000000000000000e+01,1.325500000000000114e+02
1.429478003978729248e+03,2.500000000000000000e+01,1.320699999999999932e+02
1.430470386981964111e+03,2.500000000000000000e+01,1.318000000000000114e+02
1.431469752550125122e+03,2.500000000000000000e+01,1.315000000000000000e+02
1.432466257333755493e+03,2.500000000000000000e+01,1.314799999999999898e+02
1.433458367109298706e+03,2.500000000000000000e+01,1.312100000000000080e+02
1.434454737186431885e+03,2.500000000000000000e+01,1.309900000000000091e+02
1.435448176145553589e+03,2.500000000000000000e+01,1.310399999999999920e+02
1.436444017648696899e+03,2.500000000000000000e+01,1.308199999999999932e+02
1.437443526744842529e+03,2.500000000000000000e+01,1.305999999999999943e+02
1.438441784381866455e+03,2.500000000000000000e+01,1.303600000000000136e+02
1.439439858675003052e+03,2.500000000000000000e+01,1.299699999999999989e+02
1.440435803413391113e+03,2.500000000000000000e+01,1.296699999999999875e+02
1.441432570457458496e+03,2.500000000000000000e+01,1.294300000000000068e+02
1.442427199602127075e+03,2.500000000000000000e+01,1.291800000000000068e+02
1.443423503160476685e+03,2.500000000000000000e+01,1.288400000000000034e+02
1.444421305418014526e+03,2.500000000000000000e+01,1.285300000000000011e+02
1.445417699337005615e+03,2.500000000000000000e+01,1.280900000000000034e+02
1.446421706199645996e+03,2.500000000000000000e+01,1.278199999999999932e+02
1.447415781259536743e+03,2.500000000000000000e+01,1.276700000000000017e+02
1.448417423486709595e+03,2.500000000000000000e+01,1.275199999999999960e+02
1.449415246248245239e+03,2.500000000000000000e+01,1.271800000000000068e+02
1.450419523715972900e+03,2.500000000000000000e+01,1.270400000000000063e+02
1.451423527956008911e+03,2.500000000000000000e+01,1.267399999999999949e+02
1.452427332878112793e+03,2.500000000000000000e+01,1.265499999999999972e+02
1.453429289817810059e+03,2.500000000000000000e+01,1.261599999999999966e+02
1.454425896644592285e+03,2.500000000000000000e+01,1.256700000000000017e+02
1.455426918029785156e+03,2.500000000000000000e+01,1.254699999999999989e+02
1.456429196596145630e+03,2.500000000000000000e+01,1.252300000000000040e+02
1.457427173852920532e+03,2.500000000000000000e+01,1.248900000000000006e+02
1.458424211502075195e+03,2.500000000000000000e+01,1.246899999999999977e+02
1.459428275585174561e+03,2.500000000000000000e+01,1.243499999999999943e+02
1.460426799058914185e+03,2.500000000000000000e+01,1.242000000000000028e+02
1.461418244838714600e+03,2.500000000000000000e+01,1.240100000000000051e+02
1.462410619735717773e+03,2.500000000000000000e+01,1.237399999999999949e+02
1.463415238857269287e+03,2.500000000000000000e+01,1.235000000000000000e+02
1.464420502424240112e+03,2.500000000000000000e+01,1.231800000000000068e+02
1.465410730123519897e+03,2.500000000000000000e+01,1.230799999999999983e+02
1.466412187337875366e+03,2.500000000000000000e+01,1.227900000000000063e+02
1.467412609100341797e+03,2.500000000000000000e+01,1.226700000000000017e+02
1.468413908958435059e+03,2.500000000000000000e+01,1.222500000000000000e+02
1.469410672664642334e+03,2.500000000000000000e+01,1.219099999999999966e+02
1.470403996467590332e+03,2.500000000000000000e+01,1.216200000000000045e+02
1.471406648874282837e+03,2.500000000000000000e+01,1.212699999999999960e+02
1.472404436826705933e+03,2.500000000000000000e+01,1.212000000000000028e+02
1.473406870841979980e+03,2.500000000000000000e+01,1.208799999999999955e+02
1.474412602901458740e+03,2.500000000000000000e+01,1.207900000000000063e+02
1.475407408714294434e+03,2.500000000000000000e+01,1.205400000000000063e+02
1.476408489704132080e+03,2.500000000000000000e+01,1.202999999999999972e+02
1.477408261537551880e+03,2.500000000000000000e+01,1.199300000000000068e+02
1.478408188343048096e+03,2.500000000000000000e+01,1.197600000000000051e+02
1.479409311294555664e+03,2.500000000000000000e+01,1.196099999999999994e+02
1.480410762548446655e+03,2.500000000000000000e+01,1.193900000000000006e+02
1.481406775474548340e+03,2.500000000000000000e+01,1.192199999999999989e+02
1.482397255897521973e+03,2.500000000000000000e+01,1.189599999999999937e+02
1.483399790048599243e+03,2.500000000000000000e+01,1.187600000000000051e+02
1.484401667118072510e+03,2.500000000000000000e+01,1.185900000000000034e+02
1.485401116371154785e+03,2.500000000000000000e+01,1.183400000000000034e+02
1.486404278039932251e+03,2.500000000000000000e+01,1.182199999999999989e+02
1.487407264471054077e+03,2.500000000000000000e+01,1.178299999999999983e+02
1.488398509740829468e+03,2.500000000000000000e+01,1.177600000000000051e+02
1.489390590906143188e+03,2.500000000000000000e+01,1.173400000000000034e+02
1.490388284206390381e+03,2.500000000000000000e+01,1.172000000000000028e+02
1.491390829086303711e+03,2.500000000000000000e+01,1.169300000000000068e+02
1.492391402006149292e+03,2.500000000000000000e+01,1.168799999999999955e+02
1.493391472101211548e+03,2.500000000000000000e+01,1.166800000000000068e+02
1.494393884897232056e+03,2.500000000000000000e+01,1.164200000000000017e+02
1.495395770072937012e+03,2.500000000000000000e+01,1.162699999999999960e+02
1.496390958547592163e+03,2.500000000000000000e+01,1.161700000000000017e+02
1.497392926216125488e+03,2.500000000000000000e+01,1.158299999999999983e+02
1.498398375034332275e+03,2.500000000000000000e+01,1.155900000000000034e+02
1.499396034479141235e+03,2.500000000000000000e+01,1.154200000000000017e+02
1.500400061845779419e+03,2.500000000000000000e+01,1.152199999999999989e+02
1.501416734457015991e+03,2.500000000000000000e+01,1.150000000000000000e+02
1.502413827657699585e+03,2.500000000000000000e+01,1.149300000000000068e+02
1.503410943984985352e+03,2.500000000000000000e+01,1.147099999999999937e+02
1.504407495498657227e+03,2.500000000000000000e+01,1.145600000000000023e+02
1.505404061079025269e+03,2.500000000000000000e+01,1.144399999999999977e+02
1.506404585361480713e+03,2.500000000000000000e+01,1.143700000000000045e+02
1.507401052951812744e+03,2.500000000000000000e+01,1.141700000000000017e+02
1.508399403572082520e+03,2.500000000000000000e+01,1.139500000000000028e+02
1.509398360729217529e+03,2.500000000000000000e+01,1.138499999999999943e+02
1.510390604496002197e+03,2.500000000000000000e+01,1.138499999999999943e+02
1.511386721611022949e+03,2.500000000000000000e+01,1.135799999999999983e+02
1.512381456851959229e+03,2.500000000000000000e+01,1.134599999999999937e+02
1.513378198385238647e+03,2.500000000000000000e+01,1.132399999999999949e+02
1.514378320693969727e+03,2.500000000000000000e+01,1.130000000000000000e+02
1.515378111600875854e+03,2.500000000000000000e+01,1.128799999999999955e+02
1.516379294872283936e+03,2.500000000000000000e+01,1.125799999999999983e+02
1.517374731302261353e+03,2.500000000000000000e+01,1.124599999999999937e+02
1.518372509479522705e+03,2.500000000000000000e+01,1.124599999999999937e+02
1.519375903129577637e+03,2.500000000000000000e+01,1.123599999999999994e+02
1.520371593236923218e+03,2.500000000000000000e+01,1.120499999999999972e+02
1.521364598512649536e+03,2.500000000000000000e+01,1.120000000000000000e+02
1.522363845348358154e+03,2.500000000000000000e+01,1.116800000000000068e+02
1.523361741304397583e+03,2.500000000000000000e+01,1.115799999999999983e+02
1.524361071586608887e+03,2.500000000000000000e+01,1.114800000000000040e+02
1.525359573841094971e+03,2.500000000000000000e+01,1.114800000000000040e+02
1.526358186960220337e+03,2.500000000000000000e+01,1.114399999999999977e+02
1.527357245445251465e+03,2.500000000000000000e+01,1.111200000000000045e+02
1.528353543281555176e+03,2.500000000000000000e+01,1.110000000000000000e+02
1.529352192878723145e+03,2.500000000000000000e+01,1.110199999999999960e+02
1.530352174043655396e+03,2.500000000000000000e+01,1.107000000000000028e+02
1.531350424766540527e+03,2.500000000000000000e+01,1.105799999999999983e+02
1.532350443601608276e+03,2.500000000000000000e+01,1.105300000000000011e+02
1.533353937387466431e+03,2.500000000000000000e+01,1.105300000000000011e+02
1.534355958461761475e+03,2.500000000000000000e+01,1.103400000000000034e+02
1.535350947141647339e+03,2.500000000000000000e+01,1.100699999999999932e+02
1.536347089052200317e+03,2.500000000000000000e+01,1.100400000000000063e+02
1.537353115797042847e+03,2.500000000000000000e+01,1.100000000000000000e+02
1.538350711584091187e+03,2.500000000000000000e+01,1.097999999999999972e+02
1.539348416566848755e+03,2.500000000000000000e+01,1.096299999999999955e+02
1.540345675706863403e+03,2.500000000000000000e+01,1.095100000000000051e+02
1.541345517396926880e+03,2.500000000000000000e+01,1.095100000000000051e+02
1.542346498489379883e+03,2.500000000000000000e+01,1.091400000000000006e+02
1.543341786861419678e+03,2.500000000000000000e+01,1.090199999999999960e+02
1.544338031291961670e+03,2.500000000000000000e+01,1.088499999999999943e+02
1.545336620569229126e+03,2.500000000000000000e+01,1.086299999999999955e+02
1.546338295459747314e+03,2.500000000000000000e+01,1.086500000000000057e+02
1.547333145380020142e+03,2.500000000000000000e+01,1.084300000000000068e+02
1.548338063955307007e+03,2.500000000000000000e+01,1.082600000000000051e+02
1.549334701538085938e+03,2.500000000000000000e+01,1.080400000000000063e+02
1.550331333637237549e+03,2.500000000000000000e+01,1.080900000000000034e+02
1.551330363988876343e+03,2.500000000000000000e+01,1.076800000000000068e+02
1.552324844360351562e+03,2.500000000000000000e+01,1.075999999999999943e+02
1.553328255891799927e+03,2.500000000000000000e+01,1.073799999999999955e+02
1.554320436000823975e+03,2.500000000000000000e+01,1.071899999999999977e+02
1.555319580078125000e+03,2.500000000000000000e+01,1.070699999999999932e+02
1.556314121484756470e+03,2.500000000000000000e+01,1.070699999999999932e+02
1.557311802148818970e+03,2.500000000000000000e+01,1.066700000000000017e+02
1.558309639930725098e+03,2.500000000000000000e+01,1.066299999999999955e+02
1.559307237625122070e+03,2.500000000000000000e+01,1.063799999999999955e+02
1.560303481817245483e+03,2.500000000000000000e+01,1.061599999999999966e+02
1.561302208423614502e+03,2.500000000000000000e+01,1.060900000000000034e+02
1.562300915479660034e+03,5.500000000000000000e+01,1.057500000000000000e+02
1.563300996303558350e+03,5.500000000000000000e+01,1.055799999999999983e+02
1.564296977519989014e+03,5.500000000000000000e+01,1.055499999999999972e+02
1.565291573524475098e+03,5.500000000000000000e+01,1.052800000000000011e+02
1.566288182973861694e+03,5.500000000000000000e+01,1.053299999999999983e+02
1.567288112163543701e+03,5.500000000000000000e+01,1.052800000000000011e+02
1.568289835929870605e+03,5.500000000000000000e+01,1.054099999999999966e+02
1.569285746812820435e+03,5.500000000000000000e+01,1.055000000000000000e+02
1.570278922557830811e+03,5.500000000000000000e+01,1.055300000000000011e+02
1.571281273126602173e+03,5.500000000000000000e+01,1.055499999999999972e+02
1.572281197071075439e+03,5.500000000000000000e+01,1.055799999999999983e+02
1.573278281688690186e+03,5.500000000000000000e+01,1.057500000000000000e+02
1.574278143405914307e+03,5.500000000000000000e+01,1.058400000000000034e+02
1.575276642560958862e+03,5.500000000000000000e+01,1.059699999999999989e+02
1.576268262147903442e+03,5.500000000000000000e+01,1.060900000000000034e+02
1.577268421649932861e+03,5.500000000000000000e+01,1.062800000000000011e+02
1.578263211250305176e+03,5.500000000000000000e+01,1.064800000000000040e+02
1.579267937421798706e+03,5.500000000000000000e+01,1.067000000000000028e+02
1.580266244411468506e+03,5.500000000000000000e+01,1.070699999999999932e+02
1.581258693695068359e+03,5.500000000000000000e+01,1.072600000000000051e+02
1.582260242223739624e+03,5.500000000000000000e+01,1.074099999999999966e+02
1.583265137434005737e+03,5.500000000000000000e+01,1.078499999999999943e+02
1.584266565561294556e+03,5.500000000000000000e+01,1.079000000000000057e+02
1.585258254289627075e+03,5.500000000000000000e+01,1.081400000000000006e+02
1.586249171495437622e+03,5.500000000000000000e+01,1.083599999999999994e+02
1.587243897914886475e+03,5.500000000000000000e+01,1.086500000000000057e+02
1.588248195409774780e+03,5.500000000000000000e+01,1.089500000000000028e+02
1.589240611314773560e+03,5.500000000000000000e+01,1.090900000000000034e+02
1.590232754230499268e+03,5.500000000000000000e+01,1.094800000000000040e+02
1.591223494052886963e+03,5.500000000000000000e+01,1.095600000000000023e+02
